Source;Target;Type;Weight
advokat_duchesne;viele_aus_dem_volk_1-1;Undirected;1
advokat_duchesne;der_nebenstehende;Undirected;1
ein_buerger_3-1a;noch_andere_b;Undirected;1
major;marketenderin;Undirected;1
die_garde_4-6;ein_offizier_4-6b;Undirected;1
graf_blacas_d_aulps;herzog_von_angouleme;Undirected;2
eine_ordonnanz_a;fouche;Undirected;1
ein_adjutant_4-6a;ein_adjutant_4-6b;Undirected;1
leute_verschiedenen_standes;savoyardenknabe;Undirected;1
ein_aeltliches_frauenzimmer;einer_aus_der_masse;Undirected;1
eine_ordonnanz_a;eine_ordonnanz_b;Undirected;1
chassecoeur;garde_und_heer;Undirected;1
adjutanten_5-5;andere_adjutanten_5-5a;Undirected;1
ein_hauptmann_der_gensdarmes;einer_aus_der_masse;Undirected;1
andere;eine_dame_der_halle_3-1a;Undirected;1
savoyardenknabe;wieder_andere;Undirected;1
der_nebenstehende;savoyardenknabe;Undirected;1
ein_adjutant_5-5b;ein_anderer_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
vitry;zeitungsausrufer;Undirected;2
ein_anderer_aus_der_masse;ein_hauptmann_der_gensdarmes;Undirected;1
andere_adjutanten_5-5a;ein_anderer_adjutant_5-5;Undirected;1
ein_vorstaedter_3-2;jouve;Undirected;1
advokat_duchesne;jouve;Undirected;1
erster_buerger_2-5;zweiter_buerger_2-5;Undirected;1
erster_adjutant_4-6a;napoleon;Undirected;1
erster_adjutant_4-6b;labedoyere;Undirected;1
adjutanten_4-6a;vitry;Undirected;1
bertrand;offizier_3-3c;Undirected;1
erster_adjutant_4-6b;zweiter_adjutant_4-6a;Undirected;1
ein_anderer_offizier_der_gardegrenadiere_zu_pferde;viele_adjutanten_5-5;Undirected;1
advokat_duchesne;mehrere_stimmen_3-1a;Undirected;1
adjutanten_4-6a;erster_adjutant_4-6a;Undirected;1
ein_alter_offizier_in_ziviltracht;herzog_von_orleans;Undirected;1
bertrand;ein_kapitaen_der_voltigeurs;Undirected;1
hortense;ordonnanzoffizier;Undirected;1
einer_aus_dem_gefolge_des_herzogs;marquis_von_hauterive;Undirected;1
einer_aus_der_masse;noch_andere_a;Undirected;1
ein_fluegeladjutant;ein_fussgardist;Undirected;1
die_garde_4-6;ein_offizier_4-6a;Undirected;1
ein_offizier_des_generalstabes;milhaud;Undirected;1
einer_der_kuerassiere;herzog_von_wellington;Undirected;1
adjutanten_5-4;ein_offizier_des_generalstabes;Undirected;1
chassecoeur;zeitungsausrufer;Undirected;2
eine_alte_putzhaendlerin;louise;Undirected;1
ein_anderer_adjutant_5-5;zweiter_adjutant_5-5;Undirected;1
ein_buerger_3-1b;ein_vorstaedter_3-1a;Undirected;1
eine_linieninfanteriepatrouille;gensdarmes_2-5;Undirected;1
adjutanten_4-6b;bertrand;Undirected;1
hortense;zweiter_buerger_3-2;Undirected;1
ein_buerger_3-1a;ein_vorstaedter_3-1b;Undirected;1
ein_aeltliches_frauenzimmer;ein_nebenstehender;Undirected;1
andere_adjutanten_5-5b;ein_adjutant_5-5d;Undirected;1
eine_alte_putzhaendlerin;herzog_von_berry;Undirected;1
der_heransprengende_adjutant;erster_adjutant_4-6b;Undirected;1
goettin_der_vernunft;vitry;Undirected;1
ein_englischer_liniensoldat;ein_englischer_obrist;Undirected;1
adjutanten_4-6a;sergeant_4-6;Undirected;1
ein_vorstaedter_3-1c;eine_dame_der_halle_3-1a;Undirected;1
cambronne;ein_adjutant_4-6b;Undirected;1
die_offiziere_der_garde;ein_adjutant_4-6a;Undirected;1
die_kuerassiere;ein_offizier_des_generalstabes;Undirected;1
ein_englischer_obrist;hauptmann_der_hannoverischen_scharfschuetzen;Undirected;1
major;unteroffizier;Undirected;1
ein_hauptmann_der_gensdarmes;volk_3-1;Undirected;1
erster_jaeger;fuenfter_jaeger;Undirected;1
dritter_jaeger;fuenfter_jaeger;Undirected;1
einer_aus_der_masse;goettin_der_vernunft;Undirected;1
geschrei;marquis_von_hauterive;Undirected;1
herzog_von_orleans;viele_stimmen_1-1b;Undirected;1
erster_buerger_3-2;hortense;Undirected;1
einer_aus_der_masse;wieder_andere;Undirected;1
der_adjutant_5-3;englischer_general;Undirected;1
ein_hauptmann_der_gensdarmes;viele_vorstaedter_b;Undirected;1
herr_von_villeneuve;marquis_von_hauterive;Undirected;1
schneidermeister;vorstaedter_von_st_antoine;Undirected;1
erster_buerger_1-2;madame_de_serre;Undirected;1
erster_buerger_3-2;volk_3-2;Undirected;1
marketenderin;zweiter_jaeger;Undirected;1
gensdarmeriepatrouille_zu_fuss;offizier_2-5;Undirected;1
manche_der_anwesenden;mehrere_stimmen_1-2;Undirected;1
alle_3-1;anderes_volk;Undirected;1
ein_vorstaedter_3-1b;jouve;Undirected;1
ein_vorstaedter_3-1c;leute_verschiedenen_standes;Undirected;1
ein_ankommender;viele_vorstaedter_a;Undirected;1
frau_des_schneidermeisters;noch_andere_a;Undirected;1
ein_polizeibeamter;zeitungsausrufer;Undirected;1
herzogin_von_angouleme;koenig_ludwig;Undirected;2
adeline;englischer_artillerieobrist;Undirected;1
bertrand;sergeant_4-6;Undirected;1
ein_vorstaedter_3-1b;viele_vorstaedter_a;Undirected;1
eine_dame_der_halle_3-1b;jouve;Undirected;1
ein_adjutant_4-6b;ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;Undirected;1
ein_offizier_4-6a;ein_offizier_4-6b;Undirected;1
offizier_der_polnischen_lanzenreiter;schildwache;Undirected;1
ein_vorstaedter_3-2;volk_3-2;Undirected;1
geschrei;herr_von_villeneuve;Undirected;1
alle_offiziere_der_suite;die_garde_5-5;Undirected;1
bertrand;hortense;Undirected;2
einer_aus_der_masse;vorstaedter_und_anderes_volk;Undirected;1
vitry;volk_3-1;Undirected;1
ein_fluegeladjutant;erster_adjutant_4-6a;Undirected;1
die_stuhlvermieterin;herzog_von_orleans;Undirected;1
ein_alter_hannoverischer_scharfschuetz;franzoesische_adjutanten;Undirected;1
paechter_lacoste;viele_adjutanten_5-5;Undirected;1
viele_stimmen_1-1b;vitry;Undirected;1
ein_vorstaedter_3-2;schildwache;Undirected;1
savoyardenknabe;viele_vorstaedter_b;Undirected;1
ein_fluegeladjutant;zweiter_adjutant_4-6a;Undirected;1
eine_ordonnanz_c;offizier_3-3c;Undirected;1
garde_und_heer;zweiter_adjutant_4-6b;Undirected;1
der_nebenstehende;frau_des_kraemers;Undirected;1
der_trainknecht_einer_kanone;feldwebel;Undirected;1
das_volk_1-1;einer_aus_dem_gefolge_des_herzogs;Undirected;1
ephraim;feldwebel;Undirected;1
mehrere_stimmen_3-1b;noch_andere_a;Undirected;1
chassecoeur;louise;Undirected;1
ausrufer_bei_einem_guckkasten;ein_alter_offizier_in_ziviltracht;Undirected;1
ein_offizier_der_gardegrenadiere_zu_pferde;gardemusik;Undirected;1
goettin_der_vernunft;leute_verschiedenen_standes;Undirected;1
erster_aufwaerter;schwarzer_becker;Undirected;1
graefin_von_choisy;herzogin_von_angouleme;Undirected;1
chorus_der_altadligen_emigranten_damen_und_herren;koenig_ludwig;Undirected;1
ein_ankommender_adjutant_5-5;viele_adjutanten_5-5;Undirected;1
ein_adjutant_4-6b;ein_offizier_4-6a;Undirected;1
ein_offizier_4-6a;zweiter_adjutant_4-6a;Undirected;1
frau_des_kraemers;leute_verschiedenen_standes;Undirected;1
fritz;sergeant_der_englischen_jaeger;Undirected;1
die_schreibenden;napoleon;Undirected;1
eine_dame_der_halle_3-1a;volk_3-1;Undirected;1
schildwache;volk_3-2;Undirected;1
koenig_ludwig;manche_der_anwesenden;Undirected;1
der_alte_gaertner;eine_andere_dame_der_halle_2-1;Undirected;1
einer_aus_der_masse;vitry;Undirected;1
bertrand;drouot;Undirected;1
ein_kammerherr;offizier_3-3d;Undirected;1
anderes_volk;ein_aeltliches_frauenzimmer;Undirected;1
maenner;savoyardenknabe;Undirected;1
ein_kraemer;ein_nebenstehender;Undirected;1
maenner;volk_3-1;Undirected;1
einige;mehrere_stimmen_3-1a;Undirected;1
kurier;oberdirektor_des_telegraphen;Undirected;1
cambronne;erster_adjutant_4-6b;Undirected;1
ein_nebenstehender;einige;Undirected;1
adjutanten_4-6a;die_offiziere_der_garde;Undirected;1
ein_hauptmann_der_gensdarmes;noch_andere_b;Undirected;1
bertrand;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
der_emigrant;der_nebenstehende;Undirected;1
gardemusik;milhaud;Undirected;1
d_ambray;herzogin_von_angouleme;Undirected;2
berliner_freiwilliger;feldwebel;Undirected;2
ein_buerger_3-1a;vorstaedter_von_st_antoine;Undirected;1
ein_englischer_obrist;englischer_general;Undirected;1
ein_offizier_der_gardegrenadiere_zu_pferde;viele_adjutanten_5-5;Undirected;1
ein_vorstaedter_3-2;offizier_der_gardegrenadiere_zu_fuss;Undirected;1
leute_verschiedenen_standes;vitry;Undirected;1
ein_offizier_der_suite;zweiter_adjutant_5-5;Undirected;1
ein_anderer_aus_der_masse;mehrere_stimmen_3-1b;Undirected;1
ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;ein_offizier_4-6a;Undirected;1
ein_kraemer;ein_vorstaedter_3-1a;Undirected;1
eine_dame_der_halle_3-1a;vorstaedter_und_anderes_volk;Undirected;1
ein_anderer_offizier;wieder_ein_gardist;Undirected;1
mehrere_stimmen_3-1b;vorstaedter_von_st_antoine;Undirected;1
erster_buerger_1-2;koenig_ludwig;Undirected;1
napoleon;offizier_3-3a;Undirected;1
andere;ein_buerger_3-1b;Undirected;1
garde_und_heer;zweiter_offizier;Undirected;1
adeline;herzog_von_braunschweig;Undirected;1
alle_3-1;andere_umstehende;Undirected;1
ein_englischer_offizier_5-4;milhaud;Undirected;1
viele_stimmen_1-1b;zeitungsausrufer;Undirected;1
ein_vorstaedter_3-1a;volk_im_vordergrunde;Undirected;1
advokat_duchesne;ein_hauptmann_der_gensdarmes;Undirected;1
ein_fussgardist;zweiter_adjutant_4-6b;Undirected;1
ein_kleiner_ofenheizer;schweizergardist;Undirected;1
cambronne;milhaud;Undirected;1
andere_adjutanten_5-5a;die_garde_5-5;Undirected;1
herzog_von_orleans;savoyardenknabe;Undirected;1
hortense;offizier_3-3b;Undirected;1
ein_offizier_4-6b;labedoyere;Undirected;1
ein_nebenstehender;ein_vorstaedter_3-1b;Undirected;1
ein_adjutant_5-5d;ein_heransprengender_adjutant_5-5;Undirected;1
adjutanten_4-6b;ein_adjutant_4-6b;Undirected;1
chorus_der_altadligen_emigranten_damen_und_herren;mehrere;Undirected;1
frau_des_kraemers;mehrere_stimmen_3-1b;Undirected;1
advokat_duchesne;viele_vorstaedter_b;Undirected;1
anderes_volk;jouve;Undirected;1
ein_kapitaen_der_voltigeurs;ein_offizier_4-6a;Undirected;1
ausrufer_einer_menagerie;gensdarmes_1-1;Undirected;1
andere_adjutanten_5-5c;ein_anderer_adjutant_5-5;Undirected;1
ein_nebenstehender;vitry;Undirected;1
ein_offizier_4-6b;garde_und_heer;Undirected;1
andere;ein_kraemer;Undirected;1
adjutanten_4-6a;chassecoeur;Undirected;1
graf_blacas_d_aulps;koenig_ludwig;Undirected;2
erster_buerger_1-2;zweiter_buerger_1-2;Undirected;1
andere;savoyardenknabe;Undirected;1
eine_dame_der_halle_3-1a;volk_im_hintergrunde;Undirected;1
herzogin_von_angouleme;oberdirektor_des_telegraphen;Undirected;1
ein_anderer_franzoesischer_hauptmann;hauptmann_der_hannoverischen_scharfschuetzen;Undirected;1
lobau;napoleon;Undirected;1
ein_englischer_offizier_5-1;herzog_von_wellington;Undirected;1
andere_adjutanten_5-5c;ein_heransprengender_adjutant_5-5;Undirected;1
ein_franzoesischer_hauptmann;englischer_general;Undirected;1
ein_vorstaedter_3-1a;volk_im_hintergrunde;Undirected;1
anderes_volk;viele_vorstaedter_b;Undirected;1
ein_vorstaedter_3-1a;noch_andere_a;Undirected;1
einer_aus_dem_gefolge_des_herzogs;viele_stimmen_1-1a;Undirected;1
sechster_jaeger;zweiter_jaeger;Undirected;1
maenner;viele_vorstaedter_a;Undirected;1
adjutanten_4-6b;ein_adjutant_4-6a;Undirected;1
gensdarmes_1-1;viele_stimmen_1-1b;Undirected;1
der_nebenstehende;ein_vorstaedter_3-1b;Undirected;1
einige;viele_vorstaedter_b;Undirected;1
volk_5-1;zweiter_aufwaerter;Undirected;1
ein_ankommender_adjutant_5-5;einer_der_gardehoboisten;Undirected;1
advokat_duchesne;noch_andere_a;Undirected;1
erster_offizier;napoleon;Undirected;1
feldwebel;gneisenau;Undirected;2
advokat_duchesne;ein_alter_offizier_in_ziviltracht;Undirected;1
gensdarmes_1-1;savoyardenknabe;Undirected;1
das_volk_1-1;vitry;Undirected;1
ein_ankommender;eine_dame_der_halle_3-1a;Undirected;1
frau_des_schneidermeisters;noch_andere_b;Undirected;1
bluecher;buelow;Undirected;1
frau_des_schneidermeisters;wieder_andere;Undirected;1
savoyardenknabe;volk_im_mittelgrunde;Undirected;1
jouve;volk_4-1;Undirected;1
gensdarmeriepatrouille_zu_fuss;zweiter_buerger_2-5;Undirected;1
eine_alte_putzhaendlerin;vitry;Undirected;2
ein_hauptmann_der_schweizergarde;viele_stimmen_1-2;Undirected;1
die_garde_4-6;ein_adjutant_4-6a;Undirected;1
chassecoeur;ein_vorstaedter_3-1a;Undirected;1
die_offiziere_der_garde;vitry;Undirected;1
andere;weiber;Undirected;1
volk_2-2;zeitungsausrufer;Undirected;1
leute_verschiedenen_standes;maenner;Undirected;1
ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;sergeant_4-6;Undirected;1
der_adjutant_5-3;ein_englischer_liniensoldat;Undirected;1
der_nebenstehende;eine_dame_der_halle_3-1a;Undirected;1
eine_alte_putzhaendlerin;savoyardenknabe;Undirected;2
ein_kapitaen_der_voltigeurs;erster_adjutant_4-6a;Undirected;1
ein_vorstaedter_3-1c;viele_vorstaedter_a;Undirected;1
ein_englischer_obrist;fritz;Undirected;1
labedoyere;nebenstehende_kameraden;Undirected;1
ein_hauptmann_der_gensdarmes;frau_des_schneidermeisters;Undirected;1
savoyardenknabe;volk_4-1;Undirected;1
eine_ordonnanz_b;offizier_3-3d;Undirected;1
die_granitkolonne;gneisenau;Undirected;1
ein_alter_offizier_in_ziviltracht;herr_von_villeneuve;Undirected;1
drouot;erster_adjutant_4-6a;Undirected;1
geschrei;viele_stimmen_1-1a;Undirected;1
ausrufer_einer_bildergalerie;herzog_von_berry;Undirected;1
der_emigrant;volk_3-1;Undirected;1
ein_anderer_offizier_der_gardegrenadiere_zu_pferde;napoleon;Undirected;1
drouot;sergeant_4-6;Undirected;1
ein_adjutant_4-6a;nebenstehende_kameraden;Undirected;1
eine_dame_der_halle_3-1a;maenner;Undirected;1
mehrere_stimmen_3-1a;wieder_andere;Undirected;1
die_hochlaendischen_regimenter;volk_5-1;Undirected;1
advokat_duchesne;eine_alte_putzhaendlerin;Undirected;2
volk_3-1;vorstaedter_und_anderes_volk;Undirected;1
adjutanten_4-6b;der_heransprengende_adjutant;Undirected;1
ein_franzoesischer_infanterieoffizier;eine_masse_franzoesischer_infanterie;Undirected;1
erster_jaeger;vierter_jaeger;Undirected;1
noch_andere_a;vitry;Undirected;1
ausrufer_einer_menagerie;zeitungsausrufer;Undirected;1
die_amme;zweiter_buerger_1-2;Undirected;1
die_franzosen;ein_englischer_liniensoldat;Undirected;1
erster_adjutant_4-6b;garde_und_heer;Undirected;1
andere_umstehende;noch_andere_b;Undirected;1
alle_offiziere_der_suite;viele_adjutanten_5-5;Undirected;1
herzogin_von_chimay;zweiter_aufwaerter;Undirected;1
fritz;hauptmann_der_hannoverischen_scharfschuetzen;Undirected;1
erster_adjutant_4-6a;erster_offizier;Undirected;1
alle_offiziere_der_suite;milhaud;Undirected;1
louise;volk_2-2;Undirected;1
frau_des_kraemers;goettin_der_vernunft;Undirected;1
ein_buerger_3-1a;maenner;Undirected;1
gneisenau;herzog_von_wellington;Undirected;1
ein_hauptmann_der_gensdarmes;ein_vorstaedter_3-1b;Undirected;1
andere_umstehende;ein_vorstaedter_3-1b;Undirected;1
carnot;hortense;Undirected;1
goettin_der_vernunft;vorstaedter_von_st_antoine;Undirected;1
frau_des_schneidermeisters;viele_aus_dem_volk_3-1;Undirected;1
eine_alte_putzhaendlerin;viele_aus_dem_volk_1-1;Undirected;1
adjutanten_4-6a;zweiter_offizier;Undirected;1
adjutanten_5-4;versprengte_englische_dragoner;Undirected;1
eine_dame_der_halle_3-1b;vitry;Undirected;1
offizier_der_polnischen_lanzenreiter;viele_des_volkes;Undirected;1
andere_adjutanten_5-5c;ein_offizier_der_suite;Undirected;1
herzog_von_wellington;schwarzer_becker;Undirected;1
mehrere_stimmen_3-1a;volk_3-1;Undirected;1
der_nebenstehende;vorstaedter_und_anderes_volk;Undirected;1
ein_buerger_3-1a;ein_hauptmann_der_gensdarmes;Undirected;1
ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;erster_offizier;Undirected;1
noch_andere_a;schneidermeister;Undirected;1
ein_kuerassier;mehrere_kuerassiere;Undirected;1
maenner;schneidermeister;Undirected;1
ein_alter_marquis;zweiter_buerger_1-2;Undirected;1
eine_ordonnanz_c;offizier_3-3a;Undirected;1
ein_offizier_4-6b;sergeant_4-6;Undirected;1
ein_anderer_alter_gardegrenadier;ein_vorstaedter_3-2;Undirected;1
frau_des_kraemers;viele_vorstaedter_a;Undirected;1
adjutanten_5-5;gardemusik;Undirected;1
herzog_von_wellington;volk_5-1;Undirected;1
ein_vorstaedter_3-1a;viele_vorstaedter_a;Undirected;1
eine_masse_franzoesischer_reittender_artillerie;lobau;Undirected;1
herzog_von_angouleme;koenig_ludwig;Undirected;2
advokat_duchesne;vitry;Undirected;3
ein_anderer_aus_der_masse;eine_dame_der_halle_3-1b;Undirected;1
ein_adjutant_4-6a;ein_fluegeladjutant;Undirected;1
ein_adjutant_5-5b;zweiter_adjutant_5-5;Undirected;1
vitry;wieder_andere;Undirected;1
chassecoeur;ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;Undirected;1
erster_jaeger;sechster_jaeger;Undirected;1
ein_adjutant_5-5c;einer_der_gardehoboisten;Undirected;1
erster_jaeger;unteroffizier;Undirected;1
bourmont;major;Undirected;1
goettin_der_vernunft;viele_aus_dem_volk_3-1;Undirected;1
advokat_duchesne;viele_stimmen_1-1a;Undirected;1
die_garde_5-5;viele_adjutanten_5-5;Undirected;1
vorstaedter_und_anderes_volk;weiber;Undirected;1
dritter_piqueur;erster_piqueur;Undirected;1
ein_hauptmann_der_gensdarmes;vitry;Undirected;1
advokat_duchesne;alle_3-1;Undirected;1
noch_andere_b;weiber;Undirected;1
savoyardenknabe;viele_stimmen_1-1b;Undirected;1
andere_adjutanten_5-5a;ein_offizier_der_suite;Undirected;1
ein_buerger_3-1a;vitry;Undirected;1
die_schreibenden;eine_ordonnanz_b;Undirected;1
hauptmann_der_hannoverischen_scharfschuetzen;james;Undirected;1
anderes_volk;wieder_andere;Undirected;1
maenner;vorstaedter_und_anderes_volk;Undirected;1
der_nebenstehende;einer_aus_der_masse;Undirected;1
viele_stimmen_1-2;zweiter_buerger_1-2;Undirected;1
andere_adjutanten_5-5a;paechter_lacoste;Undirected;1
andere_adjutanten_5-5a;ein_adjutant_5-5d;Undirected;1
der_adjutant_5-3;ein_anderer_franzoesischer_hauptmann;Undirected;1
erster_buerger_2-5;gensdarmes_2-5;Undirected;1
ein_vorstaedter_3-1a;volk_3-1;Undirected;1
chassecoeur;ein_vorstaedter_3-1b;Undirected;1
einer_aus_dem_gefolge_des_herzogs;herzog_von_berry;Undirected;1
poebel;viele_aus_dem_volk_1-1;Undirected;1
das_volk_1-1;zeitungsausrufer;Undirected;1
maenner;vorstaedter_von_st_antoine;Undirected;1
ein_hauptmann_der_schweizergarde;madame_de_serre;Undirected;1
die_hochlaendischen_regimenter;preussischer_adjutant;Undirected;1
die_garde_5-5;ein_offizier_der_gardegrenadiere_zu_pferde;Undirected;1
eine_ordonnanz_a;offizier_3-3d;Undirected;1
die_garde_4-6;dritter_offizier;Undirected;1
chassecoeur;leute_verschiedenen_standes;Undirected;1
carnot;die_schreibenden;Undirected;1
andere_umstehende;eine_dame_der_halle_3-1b;Undirected;1
adjutanten_5-5;ein_ankommender_adjutant_5-5;Undirected;1
ausrufer_bei_einem_guckkasten;ausrufer_einer_bildergalerie;Undirected;1
garde_und_heer;nebenstehende_kameraden;Undirected;1
andere;wieder_andere;Undirected;1
ein_aeltliches_frauenzimmer;ein_vorstaedter_3-1a;Undirected;1
d_ambray;koenig_ludwig;Undirected;2
ein_adjutant_4-6a;zweiter_offizier;Undirected;1
ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;napoleon;Undirected;1
ein_buerger_3-1a;ein_kraemer;Undirected;1
herzog_von_berry;viele_stimmen_1-1a;Undirected;1
einer_aus_dem_gefolge_des_herzogs;viele_aus_dem_volk_1-1;Undirected;1
advokat_duchesne;andere;Undirected;1
chassecoeur;ein_fluegeladjutant;Undirected;1
dritter_jaeger;zweiter_jaeger;Undirected;1
eine_ordonnanz_a;hortense;Undirected;1
andere_umstehende;ein_nebenstehender;Undirected;1
ein_anderer_aus_der_masse;volk_im_mittelgrunde;Undirected;1
herzog_von_braunschweig;schwarzer_becker;Undirected;1
andere;noch_andere_a;Undirected;1
ausrufer_bei_einem_guckkasten;geschrei;Undirected;1
die_garde_5-5;zweiter_adjutant_5-5;Undirected;1
eine_masse_franzoesischer_infanterie;eine_masse_franzoesischer_reittender_artillerie;Undirected;1
advokat_duchesne;einer_aus_dem_gefolge_des_herzogs;Undirected;1
herzog_von_braunschweig;herzog_von_wellington;Undirected;1
dritter_offizier;erster_adjutant_4-6a;Undirected;1
adjutanten_4-6b;labedoyere;Undirected;1
die_stuhlvermieterin;marquis_von_hauterive;Undirected;1
alle_offiziere_der_suite;zweiter_adjutant_5-5;Undirected;1
dritter_offizier;garde_und_heer;Undirected;1
der_emigrant;einer_aus_der_masse;Undirected;1
adjutanten_4-6a;ein_adjutant_4-6a;Undirected;1
ein_vorstaedter_3-1b;vorstaedter_und_anderes_volk;Undirected;1
andere_adjutanten_5-5c;ein_adjutant_5-5b;Undirected;1
goettin_der_vernunft;savoyardenknabe;Undirected;1
eine_andere_ordonnanz;offizier_3-3c;Undirected;1
alter_gardegrenadier;schildwache;Undirected;1
ausrufer_einer_menagerie;viele_stimmen_1-1a;Undirected;1
d_ambray;monsieur;Undirected;1
ein_kammerherr;offizier_3-3a;Undirected;1
volk_im_vordergrunde;vorstaedter_von_st_antoine;Undirected;1
advokat_duchesne;ein_vorstaedter_3-1a;Undirected;1
der_trainknecht_einer_kanone;ein_heransprengender_adjutant_5-2;Undirected;1
einer_der_gardehoboisten;zweiter_adjutant_5-5;Undirected;1
ein_englischer_offizier_5-1;zweiter_aufwaerter;Undirected;1
andere_umstehende;der_nebenstehende;Undirected;1
ein_englischer_dragoneroffizier;gneisenau;Undirected;1
ein_kraemer;volk_im_vordergrunde;Undirected;1
ein_anderer_aus_der_masse;ein_kraemer;Undirected;1
bluecher;der_trainknecht_einer_kanone;Undirected;1
eine_ordonnanz_b;offizier_3-3a;Undirected;1
andere_umstehende;ein_vorstaedter_3-1c;Undirected;1
nebenstehende_kameraden;sergeant_4-6;Undirected;1
eine_dame_der_halle_3-1a;viele_vorstaedter_b;Undirected;1
ein_offizier_4-6a;zweiter_offizier;Undirected;1
mehrere_kuerassiere;milhaud;Undirected;1
koenig_ludwig;kurier;Undirected;1
ein_offizier_4-6a;erster_offizier;Undirected;1
einer_aus_der_masse;frau_des_schneidermeisters;Undirected;1
ein_offizier_der_gardegrenadiere_zu_pferde;ein_offizier_der_suite;Undirected;1
englischer_artillerieobrist;herzogin_von_chimay;Undirected;1
ein_ankommender;ein_vorstaedter_3-1a;Undirected;1
anderes_volk;frau_des_schneidermeisters;Undirected;1
ein_aeltliches_frauenzimmer;ein_buerger_3-1b;Undirected;1
ausrufer_bei_einem_guckkasten;vitry;Undirected;1
volk_im_vordergrunde;wieder_andere;Undirected;1
eine_dame_der_halle_3-1b;goettin_der_vernunft;Undirected;1
buelow;eine_masse_franzoesischer_reittender_artillerie;Undirected;1
andere_adjutanten_5-5a;dritter_adjutant_5-5;Undirected;1
fuenfter_jaeger;major;Undirected;1
alle_offiziere_der_suite;dritter_adjutant_5-5;Undirected;1
bluecher;schlesier;Undirected;1
drouot;nebenstehende_kameraden;Undirected;1
der_adjutant_5-3;die_franzosen;Undirected;1
eine_ordonnanz_b;offizier_3-3b;Undirected;1
ein_alter_hannoverischer_scharfschuetz;sergeant_der_englischen_jaeger;Undirected;1
bertrand;ein_fluegeladjutant;Undirected;1
bertrand;labedoyere;Undirected;1
madame_de_serre;zweiter_buerger_1-2;Undirected;1
ausrufer_einer_bildergalerie;zeitungsausrufer;Undirected;1
preussischer_adjutant;zweiter_aufwaerter;Undirected;1
ein_vorstaedter_3-1b;weiber;Undirected;1
ein_anderer_adjutant_5-5;napoleon;Undirected;1
nebenstehende_kameraden;zweiter_offizier;Undirected;1
ein_englischer_liniensoldat;franzoesische_adjutanten;Undirected;1
advokat_duchesne;volk_im_mittelgrunde;Undirected;1
erster_offizier;zweiter_adjutant_4-6a;Undirected;1
der_heransprengende_adjutant;wieder_ein_gardist;Undirected;1
eine_dame_der_halle_3-1b;vorstaedter_und_anderes_volk;Undirected;1
der_nebenstehende;wieder_andere;Undirected;1
dritter_offizier;erster_adjutant_4-6b;Undirected;1
chassecoeur;erster_adjutant_4-6b;Undirected;1
herzog_von_berry;oberzeremonienmeister;Undirected;2
schildwache;viele_des_volkes;Undirected;1
englischer_general;sergeant_der_englischen_jaeger;Undirected;1
zweiter_adjutant_4-6a;zweiter_offizier;Undirected;1
ein_buerger_3-1b;noch_andere_a;Undirected;1
ein_franzoesischer_soldat;englischer_general;Undirected;1
ein_anderer_aus_der_masse;volk_im_vordergrunde;Undirected;1
herzog_von_berry;kurier;Undirected;1
andere_adjutanten_5-5c;napoleon;Undirected;1
alle_3-1;schneidermeister;Undirected;1
vitry;zweiter_buerger_2-5;Undirected;1
bertrand;ein_adjutant_4-6b;Undirected;1
eine_andere_ordonnanz;eine_ordonnanz_a;Undirected;1
ausrufer_einer_bildergalerie;herr_von_villeneuve;Undirected;1
bertrand;der_heransprengende_adjutant;Undirected;1
vitry;zweiter_offizier;Undirected;1
offizier_der_gardegrenadiere_zu_fuss;zweiter_buerger_3-2;Undirected;1
ein_fussgardist;zweiter_adjutant_4-6a;Undirected;1
andere_umstehende;mehrere_stimmen_3-1b;Undirected;1
eine_dame_der_halle_3-1b;frau_des_kraemers;Undirected;1
herzogin_von_angouleme;kurier;Undirected;1
viele_vorstaedter_a;vorstaedter_und_anderes_volk;Undirected;1
viele_aus_dem_volk_3-1;volk_im_vordergrunde;Undirected;1
bertrand;ein_ankommender_adjutant_5-5;Undirected;1
maenner;noch_andere_a;Undirected;1
andere;jouve;Undirected;1
ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;ein_offizier_4-6b;Undirected;1
mehrere_stimmen_3-1a;vorstaedter_von_st_antoine;Undirected;1
carnot;eine_ordonnanz_b;Undirected;1
savoyardenknabe;volk_3-1;Undirected;1
wieder_ein_gardist;zweiter_offizier;Undirected;1
gensdarmes_2-5;offizier_2-5;Undirected;1
alle_offiziere_der_suite;ein_heransprengender_adjutant_5-5;Undirected;1
offizier_3-3b;offizier_3-3c;Undirected;1
einige;schneidermeister;Undirected;1
labedoyere;zweiter_adjutant_4-6b;Undirected;1
der_nebenstehende;vitry;Undirected;1
der_heransprengende_adjutant;ein_in_der_ferne_in_die_schlachtlinie_rueckendes_regiment;Undirected;1
gensdarmes_1-1;geschrei;Undirected;1
